text,label
能否用几个例子来说明肺癌的定义？,定义
水痘的定义是什么？,定义
水痘怎么解释？,定义
啥病叫水痘？,定义
水痘是啥病？,定义
解释一下水痘这个病。,定义
水痘的定义能告诉我吗？,定义
啥是水痘的定义？,定义
水痘的定义是啥样的？,定义
给我水痘的定义。,定义
解释一下水痘这个术语。,定义
能否详细阐述一下水痘的定义？,定义
水痘的具体定义和特征是什么？,定义
我想知道水痘的完整定义和相关信息。,定义
能否深入解释一下水痘的医学定义？,定义
水痘的定义中包含哪些关键要素？,定义
能否详细告诉我水痘的病理过程？,定义
水痘在医学上是如何被精确定义的？,定义
能否详细分析一下水痘的成因和表现？,定义
水痘的定义里有没有提到特定的治疗方法？,定义
给我一份关于水痘的详细定义报告。,定义
请解释一下水痘的具体含义。,定义
我对水痘的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下水痘？,定义
水痘的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么水痘会被这样定义？,定义
水痘的定义背后有哪些科学依据？,定义
我对水痘的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下水痘的定义？,定义
水痘的定义中提到的症状有哪些？,定义
能否用几个例子来说明水痘的定义？,定义
精神病的定义是什么？,定义
精神病怎么解释？,定义
啥病叫精神病？,定义
精神病是啥病？,定义
解释一下精神病这个病。,定义
精神病的定义能告诉我吗？,定义
啥是精神病的定义？,定义
精神病的定义是啥样的？,定义
给我精神病的定义。,定义
解释一下精神病这个术语。,定义
能否详细阐述一下精神病的定义？,定义
精神病的具体定义和特征是什么？,定义
我想知道精神病的完整定义和相关信息。,定义
能否深入解释一下精神病的医学定义？,定义
精神病的定义中包含哪些关键要素？,定义
能否详细告诉我精神病的病理过程？,定义
精神病在医学上是如何被精确定义的？,定义
能否详细分析一下精神病的成因和表现？,定义
精神病的定义里有没有提到特定的治疗方法？,定义
给我一份关于精神病的详细定义报告。,定义
请解释一下精神病的具体含义。,定义
我对精神病的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下精神病？,定义
精神病的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么精神病会被这样定义？,定义
精神病的定义背后有哪些科学依据？,定义
我对精神病的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下精神病的定义？,定义
精神病的定义中提到的症状有哪些？,定义
能否用几个例子来说明精神病的定义？,定义
上消化道出血的定义是什么？,定义
上消化道出血怎么解释？,定义
啥病叫上消化道出血？,定义
上消化道出血是啥病？,定义
解释一下上消化道出血这个病。,定义
上消化道出血的定义能告诉我吗？,定义
啥是上消化道出血的定义？,定义
上消化道出血的定义是啥样的？,定义
给我上消化道出血的定义。,定义
解释一下上消化道出血这个术语。,定义
能否详细阐述一下上消化道出血的定义？,定义
上消化道出血的具体定义和特征是什么？,定义
我想知道上消化道出血的完整定义和相关信息。,定义
能否深入解释一下上消化道出血的医学定义？,定义
上消化道出血的定义中包含哪些关键要素？,定义
能否详细告诉我上消化道出血的病理过程？,定义
上消化道出血在医学上是如何被精确定义的？,定义
能否详细分析一下上消化道出血的成因和表现？,定义
上消化道出血的定义里有没有提到特定的治疗方法？,定义
给我一份关于上消化道出血的详细定义报告。,定义
请解释一下上消化道出血的具体含义。,定义
我对上消化道出血的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下上消化道出血？,定义
上消化道出血的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么上消化道出血会被这样定义？,定义
上消化道出血的定义背后有哪些科学依据？,定义
我对上消化道出血的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下上消化道出血的定义？,定义
上消化道出血的定义中提到的症状有哪些？,定义
能否用几个例子来说明上消化道出血的定义？,定义
基底细胞瘤的定义是什么？,定义
基底细胞瘤怎么解释？,定义
啥病叫基底细胞瘤？,定义
基底细胞瘤是啥病？,定义
解释一下基底细胞瘤这个病。,定义
基底细胞瘤的定义能告诉我吗？,定义
啥是基底细胞瘤的定义？,定义
基底细胞瘤的定义是啥样的？,定义
给我基底细胞瘤的定义。,定义
解释一下基底细胞瘤这个术语。,定义
能否详细阐述一下基底细胞瘤的定义？,定义
基底细胞瘤的具体定义和特征是什么？,定义
我想知道基底细胞瘤的完整定义和相关信息。,定义
能否深入解释一下基底细胞瘤的医学定义？,定义
基底细胞瘤的定义中包含哪些关键要素？,定义
能否详细告诉我基底细胞瘤的病理过程？,定义
基底细胞瘤在医学上是如何被精确定义的？,定义
能否详细分析一下基底细胞瘤的成因和表现？,定义
基底细胞瘤的定义里有没有提到特定的治疗方法？,定义
给我一份关于基底细胞瘤的详细定义报告。,定义
请解释一下基底细胞瘤的具体含义。,定义
我对基底细胞瘤的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下基底细胞瘤？,定义
基底细胞瘤的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么基底细胞瘤会被这样定义？,定义
基底细胞瘤的定义背后有哪些科学依据？,定义
我对基底细胞瘤的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下基底细胞瘤的定义？,定义
基底细胞瘤的定义中提到的症状有哪些？,定义
能否用几个例子来说明基底细胞瘤的定义？,定义
小儿感冒的定义是什么？,定义
小儿感冒怎么解释？,定义
啥病叫小儿感冒？,定义
小儿感冒是啥病？,定义
解释一下小儿感冒这个病。,定义
小儿感冒的定义能告诉我吗？,定义
啥是小儿感冒的定义？,定义
小儿感冒的定义是啥样的？,定义
给我小儿感冒的定义。,定义
解释一下小儿感冒这个术语。,定义
能否详细阐述一下小儿感冒的定义？,定义
小儿感冒的具体定义和特征是什么？,定义
我想知道小儿感冒的完整定义和相关信息。,定义
能否深入解释一下小儿感冒的医学定义？,定义
小儿感冒的定义中包含哪些关键要素？,定义
能否详细告诉我小儿感冒的病理过程？,定义
小儿感冒在医学上是如何被精确定义的？,定义
能否详细分析一下小儿感冒的成因和表现？,定义
小儿感冒的定义里有没有提到特定的治疗方法？,定义
给我一份关于小儿感冒的详细定义报告。,定义
请解释一下小儿感冒的具体含义。,定义
我对小儿感冒的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下小儿感冒？,定义
小儿感冒的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么小儿感冒会被这样定义？,定义
小儿感冒的定义背后有哪些科学依据？,定义
我对小儿感冒的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下小儿感冒的定义？,定义
小儿感冒的定义中提到的症状有哪些？,定义
能否用几个例子来说明小儿感冒的定义？,定义
疱疹的定义是什么？,定义
疱疹怎么解释？,定义
啥病叫疱疹？,定义
疱疹是啥病？,定义
解释一下疱疹这个病。,定义
疱疹的定义能告诉我吗？,定义
啥是疱疹的定义？,定义
疱疹的定义是啥样的？,定义
给我疱疹的定义。,定义
解释一下疱疹这个术语。,定义
能否详细阐述一下疱疹的定义？,定义
疱疹的具体定义和特征是什么？,定义
我想知道疱疹的完整定义和相关信息。,定义
能否深入解释一下疱疹的医学定义？,定义
疱疹的定义中包含哪些关键要素？,定义
能否详细告诉我疱疹的病理过程？,定义
疱疹在医学上是如何被精确定义的？,定义
能否详细分析一下疱疹的成因和表现？,定义
疱疹的定义里有没有提到特定的治疗方法？,定义
给我一份关于疱疹的详细定义报告。,定义
请解释一下疱疹的具体含义。,定义
我对疱疹的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下疱疹？,定义
疱疹的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么疱疹会被这样定义？,定义
疱疹的定义背后有哪些科学依据？,定义
我对疱疹的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下疱疹的定义？,定义
疱疹的定义中提到的症状有哪些？,定义
能否用几个例子来说明疱疹的定义？,定义
牛皮癣的定义是什么？,定义
牛皮癣怎么解释？,定义
啥病叫牛皮癣？,定义
牛皮癣是啥病？,定义
解释一下牛皮癣这个病。,定义
牛皮癣的定义能告诉我吗？,定义
啥是牛皮癣的定义？,定义
牛皮癣的定义是啥样的？,定义
给我牛皮癣的定义。,定义
解释一下牛皮癣这个术语。,定义
能否详细阐述一下牛皮癣的定义？,定义
牛皮癣的具体定义和特征是什么？,定义
我想知道牛皮癣的完整定义和相关信息。,定义
能否深入解释一下牛皮癣的医学定义？,定义
牛皮癣的定义中包含哪些关键要素？,定义
能否详细告诉我牛皮癣的病理过程？,定义
牛皮癣在医学上是如何被精确定义的？,定义
能否详细分析一下牛皮癣的成因和表现？,定义
牛皮癣的定义里有没有提到特定的治疗方法？,定义
给我一份关于牛皮癣的详细定义报告。,定义
请解释一下牛皮癣的具体含义。,定义
我对牛皮癣的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下牛皮癣？,定义
牛皮癣的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么牛皮癣会被这样定义？,定义
牛皮癣的定义背后有哪些科学依据？,定义
我对牛皮癣的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下牛皮癣的定义？,定义
牛皮癣的定义中提到的症状有哪些？,定义
能否用几个例子来说明牛皮癣的定义？,定义
骨质疏松的定义是什么？,定义
骨质疏松怎么解释？,定义
啥病叫骨质疏松？,定义
骨质疏松是啥病？,定义
解释一下骨质疏松这个病。,定义
骨质疏松的定义能告诉我吗？,定义
啥是骨质疏松的定义？,定义
骨质疏松的定义是啥样的？,定义
给我骨质疏松的定义。,定义
解释一下骨质疏松这个术语。,定义
能否详细阐述一下骨质疏松的定义？,定义
骨质疏松的具体定义和特征是什么？,定义
我想知道骨质疏松的完整定义和相关信息。,定义
能否深入解释一下骨质疏松的医学定义？,定义
骨质疏松的定义中包含哪些关键要素？,定义
能否详细告诉我骨质疏松的病理过程？,定义
骨质疏松在医学上是如何被精确定义的？,定义
能否详细分析一下骨质疏松的成因和表现？,定义
骨质疏松的定义里有没有提到特定的治疗方法？,定义
给我一份关于骨质疏松的详细定义报告。,定义
请解释一下骨质疏松的具体含义。,定义
我对骨质疏松的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下骨质疏松？,定义
骨质疏松的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么骨质疏松会被这样定义？,定义
骨质疏松的定义背后有哪些科学依据？,定义
我对骨质疏松的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下骨质疏松的定义？,定义
骨质疏松的定义中提到的症状有哪些？,定义
能否用几个例子来说明骨质疏松的定义？,定义
口腔扁平苔藓的定义是什么？,定义
口腔扁平苔藓怎么解释？,定义
啥病叫口腔扁平苔藓？,定义
口腔扁平苔藓是啥病？,定义
解释一下口腔扁平苔藓这个病。,定义
口腔扁平苔藓的定义能告诉我吗？,定义
啥是口腔扁平苔藓的定义？,定义
口腔扁平苔藓的定义是啥样的？,定义
给我口腔扁平苔藓的定义。,定义
解释一下口腔扁平苔藓这个术语。,定义
能否详细阐述一下口腔扁平苔藓的定义？,定义
口腔扁平苔藓的具体定义和特征是什么？,定义
我想知道口腔扁平苔藓的完整定义和相关信息。,定义
能否深入解释一下口腔扁平苔藓的医学定义？,定义
口腔扁平苔藓的定义中包含哪些关键要素？,定义
能否详细告诉我口腔扁平苔藓的病理过程？,定义
口腔扁平苔藓在医学上是如何被精确定义的？,定义
能否详细分析一下口腔扁平苔藓的成因和表现？,定义
口腔扁平苔藓的定义里有没有提到特定的治疗方法？,定义
给我一份关于口腔扁平苔藓的详细定义报告。,定义
请解释一下口腔扁平苔藓的具体含义。,定义
我对口腔扁平苔藓的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下口腔扁平苔藓？,定义
口腔扁平苔藓的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么口腔扁平苔藓会被这样定义？,定义
口腔扁平苔藓的定义背后有哪些科学依据？,定义
我对口腔扁平苔藓的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下口腔扁平苔藓的定义？,定义
口腔扁平苔藓的定义中提到的症状有哪些？,定义
能否用几个例子来说明口腔扁平苔藓的定义？,定义
胃炎的定义是什么？,定义
胃炎怎么解释？,定义
啥病叫胃炎？,定义
胃炎是啥病？,定义
解释一下胃炎这个病。,定义
胃炎的定义能告诉我吗？,定义
啥是胃炎的定义？,定义
胃炎的定义是啥样的？,定义
给我胃炎的定义。,定义
解释一下胃炎这个术语。,定义
能否详细阐述一下胃炎的定义？,定义
胃炎的具体定义和特征是什么？,定义
我想知道胃炎的完整定义和相关信息。,定义
能否深入解释一下胃炎的医学定义？,定义
胃炎的定义中包含哪些关键要素？,定义
能否详细告诉我胃炎的病理过程？,定义
胃炎在医学上是如何被精确定义的？,定义
能否详细分析一下胃炎的成因和表现？,定义
胃炎的定义里有没有提到特定的治疗方法？,定义
给我一份关于胃炎的详细定义报告。,定义
请解释一下胃炎的具体含义。,定义
我对胃炎的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下胃炎？,定义
胃炎的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么胃炎会被这样定义？,定义
胃炎的定义背后有哪些科学依据？,定义
我对胃炎的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下胃炎的定义？,定义
胃炎的定义中提到的症状有哪些？,定义
能否用几个例子来说明胃炎的定义？,定义
生殖器疱疹的定义是什么？,定义
生殖器疱疹怎么解释？,定义
啥病叫生殖器疱疹？,定义
生殖器疱疹是啥病？,定义
解释一下生殖器疱疹这个病。,定义
生殖器疱疹的定义能告诉我吗？,定义
啥是生殖器疱疹的定义？,定义
生殖器疱疹的定义是啥样的？,定义
给我生殖器疱疹的定义。,定义
解释一下生殖器疱疹这个术语。,定义
能否详细阐述一下生殖器疱疹的定义？,定义
生殖器疱疹的具体定义和特征是什么？,定义
我想知道生殖器疱疹的完整定义和相关信息。,定义
能否深入解释一下生殖器疱疹的医学定义？,定义
生殖器疱疹的定义中包含哪些关键要素？,定义
能否详细告诉我生殖器疱疹的病理过程？,定义
生殖器疱疹在医学上是如何被精确定义的？,定义
能否详细分析一下生殖器疱疹的成因和表现？,定义
生殖器疱疹的定义里有没有提到特定的治疗方法？,定义
给我一份关于生殖器疱疹的详细定义报告。,定义
请解释一下生殖器疱疹的具体含义。,定义
我对生殖器疱疹的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下生殖器疱疹？,定义
生殖器疱疹的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么生殖器疱疹会被这样定义？,定义
生殖器疱疹的定义背后有哪些科学依据？,定义
我对生殖器疱疹的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下生殖器疱疹的定义？,定义
生殖器疱疹的定义中提到的症状有哪些？,定义
能否用几个例子来说明生殖器疱疹的定义？,定义
脑瘫的定义是什么？,定义
脑瘫怎么解释？,定义
啥病叫脑瘫？,定义
脑瘫是啥病？,定义
解释一下脑瘫这个病。,定义
脑瘫的定义能告诉我吗？,定义
啥是脑瘫的定义？,定义
脑瘫的定义是啥样的？,定义
给我脑瘫的定义。,定义
解释一下脑瘫这个术语。,定义
能否详细阐述一下脑瘫的定义？,定义
脑瘫的具体定义和特征是什么？,定义
我想知道脑瘫的完整定义和相关信息。,定义
能否深入解释一下脑瘫的医学定义？,定义
脑瘫的定义中包含哪些关键要素？,定义
能否详细告诉我脑瘫的病理过程？,定义
脑瘫在医学上是如何被精确定义的？,定义
能否详细分析一下脑瘫的成因和表现？,定义
脑瘫的定义里有没有提到特定的治疗方法？,定义
给我一份关于脑瘫的详细定义报告。,定义
请解释一下脑瘫的具体含义。,定义
我对脑瘫的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下脑瘫？,定义
脑瘫的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么脑瘫会被这样定义？,定义
脑瘫的定义背后有哪些科学依据？,定义
我对脑瘫的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下脑瘫的定义？,定义
脑瘫的定义中提到的症状有哪些？,定义
能否用几个例子来说明脑瘫的定义？,定义
上睑下垂的定义是什么？,定义
上睑下垂怎么解释？,定义
啥病叫上睑下垂？,定义
上睑下垂是啥病？,定义
解释一下上睑下垂这个病。,定义
上睑下垂的定义能告诉我吗？,定义
啥是上睑下垂的定义？,定义
上睑下垂的定义是啥样的？,定义
给我上睑下垂的定义。,定义
解释一下上睑下垂这个术语。,定义
能否详细阐述一下上睑下垂的定义？,定义
上睑下垂的具体定义和特征是什么？,定义
我想知道上睑下垂的完整定义和相关信息。,定义
能否深入解释一下上睑下垂的医学定义？,定义
上睑下垂的定义中包含哪些关键要素？,定义
能否详细告诉我上睑下垂的病理过程？,定义
上睑下垂在医学上是如何被精确定义的？,定义
能否详细分析一下上睑下垂的成因和表现？,定义
上睑下垂的定义里有没有提到特定的治疗方法？,定义
给我一份关于上睑下垂的详细定义报告。,定义
请解释一下上睑下垂的具体含义。,定义
我对上睑下垂的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下上睑下垂？,定义
上睑下垂的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么上睑下垂会被这样定义？,定义
上睑下垂的定义背后有哪些科学依据？,定义
我对上睑下垂的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下上睑下垂的定义？,定义
上睑下垂的定义中提到的症状有哪些？,定义
能否用几个例子来说明上睑下垂的定义？,定义
尖锐湿疣的定义是什么？,定义
尖锐湿疣怎么解释？,定义
啥病叫尖锐湿疣？,定义
尖锐湿疣是啥病？,定义
解释一下尖锐湿疣这个病。,定义
尖锐湿疣的定义能告诉我吗？,定义
啥是尖锐湿疣的定义？,定义
尖锐湿疣的定义是啥样的？,定义
给我尖锐湿疣的定义。,定义
解释一下尖锐湿疣这个术语。,定义
能否详细阐述一下尖锐湿疣的定义？,定义
尖锐湿疣的具体定义和特征是什么？,定义
我想知道尖锐湿疣的完整定义和相关信息。,定义
能否深入解释一下尖锐湿疣的医学定义？,定义
尖锐湿疣的定义中包含哪些关键要素？,定义
能否详细告诉我尖锐湿疣的病理过程？,定义
尖锐湿疣在医学上是如何被精确定义的？,定义
能否详细分析一下尖锐湿疣的成因和表现？,定义
尖锐湿疣的定义里有没有提到特定的治疗方法？,定义
给我一份关于尖锐湿疣的详细定义报告。,定义
请解释一下尖锐湿疣的具体含义。,定义
我对尖锐湿疣的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下尖锐湿疣？,定义
尖锐湿疣的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么尖锐湿疣会被这样定义？,定义
尖锐湿疣的定义背后有哪些科学依据？,定义
我对尖锐湿疣的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下尖锐湿疣的定义？,定义
尖锐湿疣的定义中提到的症状有哪些？,定义
能否用几个例子来说明尖锐湿疣的定义？,定义
内分泌紊乱的定义是什么？,定义
内分泌紊乱怎么解释？,定义
啥病叫内分泌紊乱？,定义
内分泌紊乱是啥病？,定义
解释一下内分泌紊乱这个病。,定义
内分泌紊乱的定义能告诉我吗？,定义
啥是内分泌紊乱的定义？,定义
内分泌紊乱的定义是啥样的？,定义
给我内分泌紊乱的定义。,定义
解释一下内分泌紊乱这个术语。,定义
能否详细阐述一下内分泌紊乱的定义？,定义
内分泌紊乱的具体定义和特征是什么？,定义
我想知道内分泌紊乱的完整定义和相关信息。,定义
能否深入解释一下内分泌紊乱的医学定义？,定义
内分泌紊乱的定义中包含哪些关键要素？,定义
能否详细告诉我内分泌紊乱的病理过程？,定义
内分泌紊乱在医学上是如何被精确定义的？,定义
能否详细分析一下内分泌紊乱的成因和表现？,定义
内分泌紊乱的定义里有没有提到特定的治疗方法？,定义
给我一份关于内分泌紊乱的详细定义报告。,定义
请解释一下内分泌紊乱的具体含义。,定义
我对内分泌紊乱的定义不太理解，能详细讲解一下吗？,定义
能否用简单易懂的方式解释一下内分泌紊乱？,定义
内分泌紊乱的定义里有哪些关键点是我需要知道的？,定义
解释一下为什么内分泌紊乱会被这样定义？,定义
内分泌紊乱的定义背后有哪些科学依据？,定义
我对内分泌紊乱的定义感到困惑，能否帮我理清思路？,定义
能否从医学角度解释一下内分泌紊乱的定义？,定义
内分泌紊乱的定义中提到的症状有哪些？,定义
能否用几个例子来说明内分泌紊乱的定义？,定义
肠癌的定义是什么？,定义
肠癌怎么解释？,定义
啥病叫肠癌？,定义
肠癌是啥病？,定义
解释一下肠癌这个病。,定义
肠癌的定义能告诉我吗？,定义
